# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_headword_chars.tsv
#
# Version: 1.2.11 (latest, Newly released after the specification change)
# Date published: May 11, 2025
# Last modified: September 5, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# KRM format information:
# hanzi_id	A sequential ID assigned to each headword (single or multi-character) in the order of its appearance in the Myōgishō. It consists of a 5-digit numeric ID starting with 'S'.
# entry_id	A heading item ID (from krm_main) to which this character's headword belongs, formed by a 5-digit numeric ID starting with 'F'. For some added entry items, a 'b' suffix is appended.
# constituent_char	The constituent character itself. Abbreviation marks (ー) and iteration marks (〻) are converted to the actual characters they represent. Collated characters are, in principle, Kangxi Dictionary forms; the handling of Unicode new character forms (common-use forms, popular variants) is specified separately. For detailed collation notes, refer to krm_notes."
# character_order	Indicates the numerical order of appearance of the character within its headword entry.
# kazama_location_id	An ID indicating the location of this character in the Kazama Edition: K + Volume (2 digits) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# tenri_location_id	An ID indicating the location of this character in the Tenri Edition: T + Volume (a/b/c) + Page (3 digits) + Line (1 digit) + Segment (1 digit) + Character Order in Segment (1 digit).
# img_file_name	File name of the headword character image (including the .jpg extension). The main part of the file name consists of a 7-digit number for images from Volume 1 to Volume 9, and an 8-digit number for images from Volume 10. For 7-digit numbers, the first digit indicates the volume number; for 8-digit numbers, the first two digits indicate Volume 10. The last 6 digits are based on the order of appearance, assigned according to a unique internal rule. Detailed documentation for this naming convention is not available as the work was completed over two decades ago. Null if no image is available.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
hanzi_id	entry_id	constituent_char	character_order	kazama_location_id	tenri_location_id	img_file_name
S31859	F25307	𠟆	1	K08092331	Tc098331	8092331.jpg
S31860	F25307	㔆	2	K08092332	Tc098332	8092332.jpg
S31861	F25308	剒	1	K08092341	Tc098341	8092341.jpg
S31862	F25308	𠟏	2	K08092342	Tc098342	8092342.jpg
S31863	F25309	𠞊	1	K08092411	Tc098411	8092411.jpg
S31864	F25309	⿰𢀩刂	2	K08092412	Tc098412	8092412.jpg
S31865	F25310	剆	1	K08092430	Tc098430	8092430.jpg
S31866	F25311	刑	1	K08092440	Tc098440	8092440.jpg
S31867	F25312	荆	1	K08092520	Tc098520	8092520.jpg
S31868	F25313	刊	1	K08092530	Tc098530	8092530.jpg
S31869	F25314	⿰面刂	1	K08092541	Tc098541	8092541.jpg
S31870	F25314	⿰面刀	2	K08092542	Tc098542	8092542.jpg
S31871	F25315	⿰象刂	1	K08092610	Tc098610	8092610.jpg
S31872	F25316	挒	1	K08092620	Tc098620	8092620.jpg
S31873	F25317	⿰勞刂	1	K08092631	Tc098631	8092631.jpg
S31874	F25317	⿰尞刂	2	K08092632	Tc098632	8092632.jpg
S31875	F25318	⿰⿸户金刂	1	K08092640	Tc098640	8092640.jpg
S31876	F25319	⿰𤆆刂	1	K08092710	Tc098710	8092710.jpg
S31877	F25320	剮	1	K08092720	Tc098720	8092720.jpg
S31878	F25321	别	1	K08092731	Tc098731	8092731.jpg
S31879	F25321	別	2	K08092732	Tc098732	8092732.jpg
S31880	F25321	𠛰	3	K08092733	Tc098733	8092733.jpg
S31881	F25322	刣	1	K08092821	Tc098821	8092821.jpg
S31882	F25322	𠛀	2	K08092822	Tc098822	8092822.jpg
S31883	F25323	𠚼	1	K08092830	Tc098830	8092830.jpg
S31884	F25324	𠛍	1	K08092840	Tc098840	8092840.jpg
S31885	F25325	𠜈	1	K08093110	Tc099110	8093110.jpg
S31886	F25326	〓	1	K08093121	Tc099121	8093121.jpg
S31887	F25326	𠛩	2	K08093122	Tc099122	8093122.jpg
S31888	F25327	𦓎	1	K08093140	Tc099140	8093140.jpg
S31889	F25328	𠜃	1	K08093210	Tc099210	8093210.jpg
S31890	F25329	⿰正刂	1	K08093220	Tc099220	8093220.jpg
S31891	F25330	⿰巻刂	1	K08093230	Tc099230	8093230.jpg
S31892	F25331	𫥿	1	K08093240	Tc099240	8093240.jpg
S31893	F25332	⿰⿱亠火刂	1	K08093310	Tc099310	8093310.jpg
S31894	F25333	⿱艹⿰角刀	1	K08093321	Tc099321	8093321.jpg
S31895	F25333	⿰⿱竹角刀	2	K08093322	Tc099322	8093322.jpg
S31896	F25334	刕	1	K08093330	Tc099330	8093330.jpg
S31897	F25335	𠚪	1	K08093340	Tc099340	8093340.jpg
S31898	F25336	⿰⺖刕	1	K08093410	Tc099410	8093410.jpg
S31899	F25337	⿰下刀	1	K08093421	Tc099421	8093421.jpg
S31900	F25337	切	2	K08093422	Tc099422	8093422.jpg
S31901	F25337	切	3	K08093423	Tc099423	8093423.jpg
S31902	F25338	忉	1	K08093510	Tc099510	8093510.jpg
S31903	F25339	灲	1	K08093520	Tc099520	8093520.jpg
S31904	F25340	剋	1	K08093530	Tc099530	8093530.jpg
S31905	F25341	㓤	1	K08093620	Tc099620	8093620.jpg
S31906	F25342	判	1	K08093630	Tc099630	8093630.jpg
S31907	F25343	𠠏	1	K08093710	Tc099710	8093710.jpg
S31908	F25344	⿰⿱自⿳羽𠆢水刂	1	K08093720	Tc099720	8093720.jpg
S31909	F25345	刹	1	K08093730	Tc099730	8093730.jpg
S31910	F25346	剃	1	K08093740	Tc099740	8093740.jpg
S31911	F25347	剃	1	K08093821	Tc099821	8093821.jpg
S31912	F25347	刀	2	K08093822	Tc099822	8093822.jpg
S31913	F25348	⿰帚刂	1	K08093830	Tc099830	8093830.jpg
S31914	F25349	剕	1	K08093840	Tc099840	8093840.jpg
S31915	F25350	㓛	1	K08094110	Tc100110	8094110.jpg
S31916	F25351	㓜	1	K08094130	Tc100130	8094130.jpg
S31917	F25352	剪	1	K08094210	Tc100210	8094210.jpg
S31918	F25353	券	1	K08094230	Tc100230	8094230.jpg
S31919	F25354	到	1	K08094240	Tc100240	8094240.jpg
S31920	F25355	菿	1	K08094310	Tc100310	8094310.jpg
S31921	F25356	⿰𡶩刂	1	K08094321	Tc100321	8094321.jpg
S31922	F25356	剛	2	K08094322	Tc100322	8094322.jpg
S31923	F25357	利	1	K08094340	Tc100340	8094340.jpg
S31924	F25358	則	1	K08094420	Tc100420	8094420.jpg
S31925	F25359	𠟻	1	K08094440	Tc100440	8094440.jpg
S31926	F25360	列	1	K08094510	Tc100510	8094510.jpg
S31927	F25361	⿰舎刂	1	K08094520	Tc100520	8094520.jpg
S31928	F25362	州	1	K08094530	Tc100530	8094530.jpg
S31929	F25363	判	1	K08094540	Tc100540	8094540.jpg
S31930	F25364	㓞	1	K08094610	Tc100610	8094610.jpg
S31931	F25365	⿰⿱禾刀刂	1	K08094620	Tc100620	8094620.jpg
S31932	F25366	㓡	1	K08094631	Tc100631	8094631.jpg
S31933	F25366	𠛺	2	K08094632	Tc100632	8094632.jpg
S31934	F25367	刃	1	K08094640	Tc100640	8094640.jpg
S31935	F25368	劒	1	K08094710	Tc100710	8094710.jpg
S31936	F25369	劒	1	K08094731	Tc100731	8094731.jpg
S31937	F25369	莖	2	K08094732	Tc100732	8094732.jpg
S31938	F25370	劒	1	K08094741	Tc100741	8094741.jpg
S31939	F25370	鞘	2	K08094742	Tc100742	8094742.jpg
S31940	F25371	擁	1	K08094811	Tc100811	8094811.jpg
S31941	F25371	劒	2	K08094812	Tc100812	8094812.jpg
S31942	F25372	大	1	K08094821	Tc100821	8094821.jpg
S31943	F25372	劒	2	K08094822	Tc100822	8094822.jpg
S31944	F25373	𠜨	1	K08094830	Tc100830	8094830.jpg
S31945	F25374	⿰开刃	1	K08094841	Tc100841	8094841.jpg
S31946	F25374	刱	2	K08094842	Tc100842	8094842.jpg
S31947	F25375	衂	1	K08095110	Tc101110	8095110.jpg
S31948	F25376	剚	1	K08095130	Tc101130	8095130.jpg
S31949	F25377	⿰𢨻刂	1	K08095140	Tc101140	8095140.jpg
S31950	F25378	⿰⿸尸⿱丷大刂	1	K08095210	Tc101210	8095210.jpg
S31951	F25379	𠟞	1	K08095220	Tc101220	8095220.jpg
S31952	F25380	⿰⿱艹刃刂	1	K08095230	Tc101230	8095230.jpg
S31953	F25381	⿰叉刂	1	K08095240	Tc101240	8095240.jpg
S31954	F25382	⿰⿱自夊刂	1	K08095310	Tc101310	8095310.jpg
S31955	F25383	⿰⿳吅丿巾刂	1	K08095320	Tc101320	8095320.jpg
S31956	F25384	判	1	K08095330	Tc101330	8095330.jpg
S31957	F25385	制	1	K08095340	Tc101340	8095340.jpg
S31958	F25386	製	1	K08095410	Tc101410	8095410.jpg
S31959	F25387	羽	1	K08095611	Tc101611	8095611.jpg
S31960	F25387	𦏲	2	K08095612	Tc101612	8095612.jpg
S31961	F25388	翼	1	K08095640	Tc101640	8095640.jpg
S31962	F25389	翊	1	K08095720	Tc101720	8095720.jpg
S31963	F25390	翋	1	K08095731	Tc101731	8095731.jpg
S31964	F25390	翌	2	K08095732	Tc101732	8095732.jpg
S31965	F25391	翹	1	K08095740	Tc101740	8095740.jpg
S31966	F25392	翹	1	K08095840	Tc101840	8095840.jpg
S31967	F25393	䍿	1	K08096110	Tc102110	8096110.jpg
S31968	F25394	翌	1	K08096121	Tc102121	8096121.jpg
S31969	F25394	日	2	K08096122	Tc102122	8096122.jpg
S31970	F25395	翳	1	K08096130	Tc102130	8096130.jpg
S31971	F25396	躬	1	K08096211	Tc102211	8096211.jpg
S31972	F25396	翳	2	K08096212	Tc102212	8096212.jpg
S31973	F25397	⿱⿰臣又羽	1	K08096221	Tc102221	8096221.jpg
S31974	F25397	⿱亡⿱⿰矢殳羽	2	K08096222	Tc102222	8096222.jpg
S31975	F25397	⿱云⿱⿰失殳羽	3	K08096223	Tc102223	8096223.jpg
S31976	F25398	翮	1	K08096231	Tc102231	8096231.jpg
S31977	F25398	翮	2	K08096232	Tc102232	8096232.jpg
S31978	F25399	翯	1	K08096311	Tc102311	8096311.jpg
S31979	F25399	翯	2	K08096312	Tc102312	8096312.jpg
S31980	F25400	⿰高羽	1	K08096330	Tc102330	8096330.jpg
S31981	F25401	⿰⿱靣旦羽	1	K08096341	Tc102341	8096341.jpg
S31982	F25401	𦒜	2	K08096342	Tc102342	8096342.jpg
S31983	F25402	翡	1	K08096410	Tc102410	8096410.jpg
S31984	F25403	翆	1	K08096421	Tc102421	8096421.jpg
S31985	F25403	⿱羽本	2	K08096422	Tc102422	8096422.jpg
S31986	F25403	翠	3	K08096423	Tc102423	8096423.jpg
S31987	F25403	翠	4	K08096424	Tc102424	8096424.jpg
S31988	F25404	毣	1	K08096510	Tc102510	8096510.jpg
S31989	F25405	羿	1	K08096521	Tc102521	8096521.jpg
S31990	F25405	𢏖	2	K08096522	Tc102522	8096522.jpg
S31991	F25405	⿱羽开	3	K08096523	Tc102523	8096523.jpg
S31992	F25406	⿳羽𠆢氺	1	K08096541	Tc102541	8096541.jpg
S31993	F25406	翏	2	K08096542	Tc102542	8096542.jpg
S31994	F25407	翜	1	K08096620	Tc102620	8096620.jpg
S31995	F25408	翅	1	K08096641	Tc102641	8096641.jpg
S31996	F25408	翄	2	K08096642	Tc102642	8096642.jpg
S31997	F25409	𦑭	1	K08096721	Tc102721	8096721.jpg
S31998	F25409	⿰羽民	2	K08096722	Tc102722	8096722.jpg
S31999	F25410	翓	1	K08096730	Tc102730	8096730.jpg
S32000	F25411	⿰冗羽	1	K08096811	Tc102811	8096811.jpg
S32001	F25411	𦐄	2	K08096812	Tc102812	8096812.jpg
S32002	F25412	𦐽	1	K08096831	Tc102831	8096831.jpg
S32003	F25412	翎	2	K08096832	Tc102832	8096832.jpg
S32004	F25413	翥	1	K08096840	Tc102840	8096840.jpg
S32005	F25414	軒	1	K08097121	Tc103121	8097121.jpg
S32006	F25414	翥	2	K08097122	Tc103122	8097122.jpg
S32007	F25415	翧	1	K08097130	Tc103130	8097130.jpg
S32008	F25416	䎁	1	K08097140	Tc103140	8097140.jpg
S32009	F25417	𦑧	1	K08097211	Tc103211	8097211.jpg
S32010	F25417	翨	2	K08097212	Tc103212	8097212.jpg
S32011	F25418	翦	1	K08097220	Tc103220	8097220.jpg
S32012	F25419	𦑜	1	K08097311	Tc103311	8097311.jpg
S32013	F25419	𦑜	2	K08097312	Tc103312	8097312.jpg
S32014	F25420	𦑤	1	K08097330	Tc103330	8097330.jpg
S32015	F25421	𦐛	1	K08097340	Tc103340	8097340.jpg
S32016	F25422	翾	1	K08097410	Tc103410	8097410.jpg
S32017	F25423	𦐽	1	K08097420	Tc103420	8097420.jpg
S32018	F25424	⿰褱羽	1	K08097430	Tc103430	8097430.jpg
S32019	F25425	𦐇	1	K08097440	Tc103440	8097440.jpg
S32020	F25426	𦐉	1	K08097510	Tc103510	8097510.jpg
S32021	F25427	翿	1	K08097530	Tc103530	8097530.jpg
S32022	F25428	𦒇	1	K08097541	Tc103541	8097541.jpg
S32023	F25428	𦐩	2	K08097542	Tc103542	8097542.jpg
S32024	F25429	翢	1	K08097610	Tc103610	8097610.jpg
S32025	F25430	翢	1	K08097620	Tc103620	8097620.jpg
S32026	F25431	翪	1	K08097630	Tc103630	8097630.jpg
S32027	F25432	𦒦	1	K08097640	Tc103640	8097640.jpg
S32028	F25433	𦑲	1	K08097710	Tc103710	8097710.jpg
S32029	F25434	翴	1	K08097720	Tc103720	8097720.jpg
S32030	F25435	翤	1	K08097730	Tc103730	8097730.jpg
S32031	F25436	⿰⿸尸用羽	1	K08097741	Tc103741	8097741.jpg
S32032	F25436	⿰⿸尸冊羽	2	K08097742	Tc103742	8097742.jpg
S32033	F25437	𦐺	1	K08097810	Tc103810	8097810.jpg
S32034	F25438	𦐥	1	K08097820	Tc103820	8097820.jpg
S32035	F25439	䎘	1	K08097830	Tc103830	8097830.jpg
S32036	F25440	⿰賔羽	1	K08097841	Tc103841	8097841.jpg
S32037	F25440	䎙	2	K08097842	Tc103842	8097842.jpg
S32038	F25441	⿰𠮦羽	1	K08098111	Tc104111	8098111.jpg
S32039	F25441	䎄	2	K08098112	Tc104112	8098112.jpg
S32040	F25442	䎉	1	K08098130	Tc104130	8098130.jpg
S32041	F25443	䎀	1	K08098140	Tc104140	8098140.jpg
S32042	F25444	⿰羽戎	1	K08098210	Tc104210	8098210.jpg
S32043	F25445	翲	1	K08098221	Tc104221	8098221.jpg
S32044	F25445	⿰⿳覀二灬羽	2	K08098222	Tc104222	8098222.jpg
S32045	F25445	⿰𤐫羽	3	K08098223	Tc104223	8098223.jpg
S32046	F25446	⿰羽廿	1	K08098241	Tc104241	8098241.jpg
S32047	F25446	𦐕	2	K08098242	Tc104242	8098242.jpg
S32048	F25446	䎈	3	K08098243	Tc104243	8098243.jpg
S32049	F25447	⿰羽玄	1	K08098310	Tc104310	8098310.jpg
S32050	F25448	䎕	1	K08098320	Tc104320	8098320.jpg
S32051	F25449	⿰羽㦯	1	K08098331	Tc104331	8098331.jpg
S32052	F25449	𦑌	2	K08098332	Tc104332	8098332.jpg
S32053	F25450	⿰雐羽	1	K08098340	Tc104340	8098340.jpg
S32054	F25451	䎔	1	K08098420	Tc104420	8098420.jpg
S32055	F25452	䎃	1	K08098431	Tc104431	8098431.jpg
S32056	F25452	𦐃	2	K08098432	Tc104432	8098432.jpg
S32057	F25453	⿰羽⿱土戈	1	K08098511	Tc104511	8098511.jpg
S32058	F25453	䎒	2	K08098512	Tc104512	8098512.jpg
S32059	F25454	𦑽	1	K08098521	Tc104521	8098521.jpg
S32060	F25454	⿰⿳大口冋羽	2	K08098522	Tc104522	8098522.jpg
S32061	F25454	䎗	3	K08098523	Tc104523	8098523.jpg
S32062	F25455	翷	1	K08098541	Tc104541	8098541.jpg
S32063	F25455	𦒪	2	K08098542	Tc104542	8098542.jpg
S32064	F25456	𦒎	1	K08098611	Tc104611	8098611.jpg
S32065	F25456	𦒄	2	K08098612	Tc104612	8098612.jpg
S32066	F25457	⿰曽羽	1	K08098621	Tc104621	8098621.jpg
S32067	F25457	䎖	2	K08098622	Tc104622	8098622.jpg
S32068	F25458	翈	1	K08098630	Tc104630	8098630.jpg
S32069	F25459	𦐹	1	K08098640	Tc104640	8098640.jpg
S32070	F25460	䎂	1	K08098710	Tc104710	8098710.jpg
S32071	F25461	𦐈	1	K08098721	Tc104721	8098721.jpg
S32072	F25461	𦐈	2	K08098722	Tc104722	8098722.jpg
S32073	F25462	𦑇	1	K08098730	Tc104730	8098730.jpg
S32074	F25463	𦒆	1	K08098740	Tc104740	8098740.jpg
S32075	F25464	翣	1	K08098810	Tc104810	8098810.jpg
S32076	F25465	翍	1	K08098820	Tc104820	8098820.jpg
S32077	F25466	𦏵	1	K08098830	Tc104830	8098830.jpg
S32078	F25467	翖	1	K08098840	Tc104840	8098840.jpg
S32079	F25468	翕	1	K08099110	Tc105110	8099110.jpg
S32080	F25469	翽	1	K08099140	Tc105140	8099140.jpg
S32081	F25470	𦒧	1	K08099210	Tc105210	8099210.jpg
S32082	F25471	翺	1	K08099220	Tc105220	8099220.jpg
S32083	F25472	𦒢	1	K08099230	Tc105230	8099230.jpg
S32084	F25473	翔	1	K08099240	Tc105240	8099240.jpg
S32085	F25474	翬	1	K08099320	Tc105320	8099320.jpg
S32086	F25475	翻	1	K08099330	Tc105330	8099330.jpg
S32087	F25476	⿰飠羽	1	K08099410	Tc105410	8099410.jpg
S32088	F25477	⿰卑羽	1	K08099420	Tc105420	8099420.jpg
S32089	F25478	⿰面羽	1	K08099430	Tc105430	8099430.jpg
S32090	F25479	羾	1	K08099440	Tc105440	8099440.jpg
S32091	F25480	⿰卓羽	1	K08099510	Tc105510	8099510.jpg
S32092	F25481	⿱羽⿱丷大	1	K08099520	Tc105520	8099520.jpg
S32093	F25482	習	1	K08099530	Tc105530	8099530.jpg
S32094	F25483	翟	1	K08099610	Tc105610	8099610.jpg
S32095	F25484	翁	1	K08099620	Tc105620	8099620.jpg
S32096	F25485	𮋔	1	K08099631	Tc105631	8099631.jpg
S32097	F25485	翎	2	K08099632	Tc105632	8099632.jpg
S32098	F25486	⿱羽乎	1	K08099640	Tc105640	8099640.jpg
S32099	F25487	翁	1	K08099711	Tc105711	8099711.jpg
S32100	F25487	伯	2	K08099712	Tc105712	8099712.jpg
S32101	F25488	阿	1	K08099721	Tc105721	8099721.jpg
S32102	F25488	翁	2	K08099722	Tc105722	8099722.jpg
S32103	F25489	婦	1	K08099731	Tc105731	8099731.jpg
S32104	F25489	翁	2	K08099732	Tc105732	8099732.jpg
S32105	F25490	𫹈	1	K08100110	Tc106110	8100110.jpg
S32106	F25491	毛	1	K08100410	Tc106410	8100410.jpg
S32107	F25492	迴	1	K08100431	Tc106431	8100431.jpg
S32108	F25492	毛	2	K08100432	Tc106432	8100432.jpg
S32109	F25493	旋	1	K08100441	Tc106441	8100441.jpg
S32110	F25493	毛	2	K08100442	Tc106442	8100442.jpg
S32111	F25494	毛	1	K08100511	Tc106511	8100511.jpg
S32112	F25494	冠	2	K08100512	Tc106512	8100512.jpg
S32113	F25495	毛	1	K08100521	Tc106521	8100521.jpg
S32114	F25495	角	2	K08100522	Tc106522	8100522.jpg
S32115	F25496	毛	1	K08100531	Tc106531	8100531.jpg
S32116	F25496	裏	2	K08100532	Tc106532	8100532.jpg
S32117	F25497	氀	1	K08100541	Tc106541	8100541.jpg
S32118	F25497	𣯫	2	K08100542	Tc106542	8100542.jpg
S32119	F25498	𣯫	1	K08100620	Tc106621	8100621.jpg
S32120	F25499	𣯫	1	K08100631	Tc106622	8100622.jpg
S32121	F25499	㲎	2	K08100632	Tc106623	8100623.jpg
S32122	F25499	⿱毌⿰⿱中女毛	3	K08100633	Tc106624	8100624.jpg
S32123	F25499	𣰢	4	K08100634	Tc106625	8100625.jpg
S32124	F25500	⿱三毛	1	K08100641	Tc106641	8100641.jpg
S32125	F25500	⿱介毳	2	K08100642	Tc106642	8100642.jpg
S32126	F25500	毳	3	K08100643	Tc106643	8100643.jpg
S32127	F25500	𣯝	4	K08100644	Tc106644	8100710.jpg
S32128	F25502	㲙	1	K08100721	Tc106721	8100721.jpg
S32129	F25502	毹	2	K08100722	Tc106722	8100722.jpg
S32130	F25503	㲣	1	K08100740	Tc106740	8100740.jpg
S32131	F25504	𣭵	1	K08100811	Tc106811	8100811.jpg
S32132	F25504	⿲𡞔𪠲毛	2	K08100812	Tc106812	8100812.jpg
S32133	F25504	⿺毛俣	3	K08100813	Tc106813	8100813.jpg
S32134	F25504	⿲方頁毛	4	K08100814	Tc106814	8100814.jpg
S32135	F25504	⿰皇毛	5	K08100815	Tc106815	8100815.jpg
S32136	F25504	𣭴	6	K08100816	Tc106816	8100816.jpg
S32137	F25504	毺	7	K08100817	Tc106817	8100817.jpg
S32138	F25504	⿰⿳𠂊旧反毛	8	K08100818	Tc106818	8100818.jpg
S32139	F25505	氍	1	K08100831	Tc106831	8100831.jpg
S32140	F25505	𣰋	2	K08100832	Tc106832	8100832.jpg
S32141	F25506	𣭳	1	K08100840	Tc106840	8100840.jpg
S32142	F25507	𩿂	1	K08101111	Tc107111	8101111.jpg
S32143	F25507	⿺毛狊	2	K08101112	Tc107112	8101112.jpg
S32144	F25507	𣰽	3	K08101113	Tc107113	8101113.jpg
S32145	F25507	𣯒	4	K08101114	Tc107114	8101114.jpg
S32146	F25507	㲘	5	K08101115	Tc107115	8101115.jpg
S32147	F25507	⿰⿳二䀠女毛	6	K08101116	Tc107116	8101116.jpg
S32148	F25508	毬	1	K08101130	Tc107130	8101130.jpg
S32149	F25509	打	1	K08101141	Tc107141	8101141.jpg
S32150	F25509	毬	2	K08101142	Tc107142	8101142.jpg
S32151	F25510	毬	1	K08101211	Tc107211	8101211.jpg
S32152	F25510	杖	2	K08101212	Tc107212	8101212.jpg
S32153	F25511	𣭅	1	K08101220	Tc107220	8101220.jpg
S32154	F25512	𣮧	1	K08101231	Tc107231	8101231.jpg
S32155	F25512	𣯞	2	K08101232	Tc107232	8101232.jpg
S32156	F25513	𣯊	1	K08101241	Tc107241	8101241.jpg
S32157	F25513	𣯟	2	K08101242	Tc107242	8101242.jpg
S32158	F25513	𣯬	3	K08101243	Tc107243	8101243.jpg
S32159	F25514	毾	1	K08101310	Tc107310	8101310.jpg
S32160	F25515	𣰅	1	K08101321	Tc107321	8101321.jpg
S32161	F25515	𣯈	2	K08101322	Tc107322	8101322.jpg
S32162	F25515	𣯚	3	K08101323	Tc107323	8101323.jpg
S32163	F25516	㲪	1	K08101330	Tc107330	8101330.jpg
S32164	F25517	𣭀	1	K08101340	Tc107340	8101340.jpg
S32165	F25518	毤	1	K08101411	Tc107411	8101411.jpg
S32166	F25518	毻	2	K08101412	Tc107412	8101412.jpg
S32167	F25519	毿	1	K08101430	Tc107430	8101430.jpg
S32168	F25520	⿰次毛	1	K08101440	Tc107440	8101440.jpg
S32169	F25521	〓	1	K08101511	Tc107511	8101511.jpg
S32170	F25521	𣬾	2	K08101512	Tc107512	8101512.jpg
S32171	F25522	㧌	1	K08101521	Tc107521	8101521.jpg
S32172	F25522	⿰⿱大亍毛	2	K08101522	Tc107522	8101522.jpg
S32173	F25523	㲠	1	K08101530	Tc107530	8101530.jpg
S32174	F25524	⿱⿰丰刃毛	1	K08101611	Tc107611	8101611.jpg
S32175	F25524	⿱⿰来力毛	2	K08101612	Tc107612	8101612.jpg
S32176	F25524	⿱⿰来攵毛	3	K08101613	Tc107613	8101613.jpg
S32177	F25525	㲨	1	K08101630	Tc107630	8101630.jpg
S32178	F25526	⿺毛昔	1	K08101641	Tc107641	8101641.jpg
S32179	F25526	𣮹	2	K08101642	Tc107642	8101642.jpg
S32180	F25527	𣯎	1	K08101710	Tc107710	8101710.jpg
S32181	F25528	⿱禺毛	1	K08101721	Tc107721	8101721.jpg
S32182	F25528	𣯉	2	K08101722	Tc107722	8101722.jpg
S32183	F25528	㲲	3	K08101723	Tc107723	8101723.jpg
S32184	F25529	毣	1	K08101740	Tc107740	8101740.jpg
S32185	F25530	㲱	1	K08101810	Tc107810	8101810.jpg
S32186	F25531	𣰌	1	K08101821	Tc107821	8101821.jpg
S32187	F25531	𣰫	2	K08101822	Tc107822	8101822.jpg
S32188	F25532	毼	1	K08101830	Tc107830	8101830.jpg
S32189	F25533	𣰌	1	K08101840	Tc107840	8101840.jpg
S32190	F25534	⿰⿱靣旦毛	1	K08102111	Tc108111	8102111.jpg
S32191	F25534	氈	2	K08102112	Tc108112	8102112.jpg
S32192	F25535	𣭣	1	K08102121	Tc108121	8102121.jpg
S32193	F25535	⿰⿱曹一毛	2	K08102122	Tc108122	8102122.jpg
S32194	F25536	⿰瞿亶	1	K08102123	Tc108123	8102123.jpg
S32195	F25537	𣮈	1	K08102130	Tc108130	8102130.jpg
S32196	F25538	𣮮	1	K08102140	Tc108140	8102140.jpg
S32197	F25539	𣭱	1	K08102211	Tc108211	8102211.jpg
S32198	F25539	㲖	2	K08102212	Tc108212	8102212.jpg
S32199	F25540	⿰⿱丷耳毛	1	K08102231	Tc108231	8102231.jpg
S32200	F25540	毦	2	K08102232	Tc108232	8102232.jpg
S32201	F25541	⿰⿱丿止毛	1	K08102240	Tc108240	8102240.jpg
S32202	F25542	𣭘	1	K08102310	Tc108310	8102310.jpg
S32203	F25543	𣯀	1	K08102321	Tc108321	8102321.jpg
S32204	F25543	𣭸	2	K08102322	Tc108322	8102322.jpg
S32205	F25544	𣬹	1	K08102330	Tc108330	8102330.jpg
S32206	F25545	𣮃	1	K08102340	Tc108340	8102340.jpg
S32207	F25546	𣮑	1	K08102411	Tc108411	8102411.jpg
S32208	F25546	𣯥	2	K08102412	Tc108412	8102412.jpg
S32209	F25546	𣯮	3	K08102413	Tc108413	8102413.jpg
S32210	F25546	𣰍	4	K08102414	Tc108414	8102414.jpg
S32211	F25547	𣮠	1	K08102430	Tc108430	8102430.jpg
S32212	F25548	𣮕	1	K08102441	Tc108441	8102441.jpg
S32213	F25548	毱	2	K08102442	Tc108442	8102442.jpg
S32214	F25549	毩	1	K08102511	Tc108511	8102511.jpg
S32215	F25549	𣮴	2	K08102512	Tc108512	8102512.jpg
S32216	F25549	⿺毛言	3	K08102513	Tc108513	8102513.jpg
S32217	F25549	⿰⿱八禾毛	4	K08102514	Tc108514	8102514.jpg
S32218	F25550	拍	1	K08102521	Tc108521	8102521.jpg
S32219	F25550	毱	2	K08102522	Tc108522	8102522.jpg
S32220	F25551	𨱞	1	K08102531	Tc108531	8102531.jpg
S32221	F25551	⿱共毛	2	K08102532	Tc108532	8102532.jpg
S32222	F25552	⿱⿲糸言糸毛	1	K08102541	Tc108541	8102541.jpg
S32223	F25552	𣱂	2	K08102542	Tc108542	8102542.jpg
S32224	F25553	耄	1	K08102611	Tc108611	8102611.jpg
S32225	F25553	𦒷	2	K08102612	Tc108612	8102612.jpg
S32226	F25554	𣭢	1	K08102631	Tc108631	8102631.jpg
S32227	F25554	⿱𠈣毛	2	K08102632	Tc108632	8102632.jpg
S32228	F25554	𮁠	3	K08102633	Tc108633	8102633.jpg
S32229	F25555	⿱高毛	1	K08102641	Tc108641	8102641.jpg
S32230	F25555	毫	2	K08102642	Tc108642	8102642.jpg
