# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Database of the Kanchi-in Manuscript of Ruiju Myōgishō
#
# Ruiju myogishō 類聚名義抄, Kanchi-in manuscript 観智院本, reorganized edition 改編本.
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_pronunciations.tsv
#
# Version: 1.2.13 (latest, DHSJR format)
# Date published: May 20, 2025
# Last modified: August 18, 2026
#
#
# Copyright (c) 2025-2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# The Phonetic Glosses in the Kanchi-in manuscript of the Ruiju Myōgishō include Fanqie spellings (反切), Similar sound notes (類音注, ruion-chū), and Kana glosses (仮名注, kana-chū). 
# These are often accompanied by Tone marks (声点, shōten).
# As a database for Sino-Japanese pronunciations, the "Database of Historical Sino-Japanese Readings" (abbreviated as DHSJR), developed by Professor Katō Taitsuru and others, offers exceptionally rich content. 
# Its specifications are also publicly available in detail. 
# Accordingly, as part of the HDIC project, we have decided to release data in accordance with the DHSJR specifications.
#
# The DHSJR defines a data structure with 23 column names.
# To facilitate linkage with the Ruiju Myōgishō data included in HDIC, it is necessary for HDIC to assign unique column names to its own data files and to establish Primary Keys and Foreign Keys for interoperability between HDIC's internal data files.
# For this purpose, pronunciation_id (音注ID) has been set as the Primary Key, and definition_seq_id (注文ID) as the Foreign Key.
# Since the Ruiju Myōgishō features diverse formats for its Phonetic Glosses, a classification field named annotation_format (音注型) has been established to categorize them.
# While DHSJR uses Japanese column names, HDIC employs English ones. Therefore, for data processing convenience within HDIC, English column names have been adopted.
#
# KRM format information:
# dhsjr_id	DHSJR unique ID for each single Hanzi (Chinese character) (integrated data only).
# 	       (This column is currently empty. The data will be added once the official IDs are finalized by the DHSJR project.)
# pronunciation_id	ID for each Phonetic Gloss. This is derived from definition_seq_id by extracting only those elements where the type (from definition_type_name in krm_notes) is Phonetic Gloss. Suffixes 'b', 'c', 'd' are appended for variant forms.
# definition_seq_id	An identifier for each component of the Definition (Original Glosses) or for the Headword itself within an Entry. It is formed by appending a sequential suffix (e.g., "_00" for the Headword, "_01", "_02" for subsequent elements) to the corresponding entry_id.
# material_id	Material ID
# material_name	Name of the material
# material_character_index	Sequential number of a Hanzi (Chinese character)'s appearance in the material.
#                           Numbers 1–27978 correspond to the physical order of characters in the original manuscript.
#                           Numbers 30001 and above are assigned to records added after the initial encoding
#                           (e.g., annotation characters newly identified as requiring separate entries)
#                           and do not correspond to physical positions in the manuscript.
# material_word_index	Sequential number of a Chinese word's appearance in the material
# character_headword	Headword column for Hanzi (Chinese characters) with Phonetic Glosses
# character_form	Hanzi (Chinese characters) that have Phonetic Glosses
# word_headword	Headword column of Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_form	Chinese words containing Hanzi (Chinese characters) with Phonetic Glosses
# word_alpha	Entered when there is an alphabetic representation of the Chinese word
# word_type	Indicates the word type when there are mixed-language words (e.g., hybrid Sino-Japanese words)
# word_position	Position of the single Hanzi (Chinese character) within the Chinese word
# character_mora_count	Number of morae for the single Hanzi (Chinese character)
# tone_marks	Tone marks for single Hanzi (Chinese characters), indicating Four Tones (平上去入), Six Tones (平平軽上去入軽入), and voicing (清濁).
# tone_pattern	Combination of Tone marks for Chinese words. Hanzi (Chinese characters) without Tone marks are represented by a full-width asterisk (＊).
# kana_notes	Kana glosses (仮名注) for Hanzi (Chinese characters), including kana-based fanqie.
# kana_pattern	Combination of Kana glosses for Chinese words. Hanzi (Chinese characters) without Kana glosses are represented by a full-width asterisk (＊).
# fanqie	Fanqie spellings (反切) for single Hanzi (Chinese characters).
# similar_sound	Similar sound notes (類音注) for single Hanzi (Chinese characters).
# annotation_format	Pattern of combined phonetic information (e.g., Kana glosses, Fanqie spellings, Similar sound notes, Tone marks).
# fushi_hakase	Fushi-hakase notations (melodic or intonational markings) attached to musical materials such as Shōmyō (Buddhist chant).
# other_phonetic_annotations	Other types of Phonetic Glosses.
# material_location	Location of single Hanzi (Chinese characters) and Chinese words within the material.
# remarks_pronunciation	Matters to be noted regarding these phonetic elements.
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500, 25K00466 and 26K21717.
#
pronunciation_id	definition_seq_id	material_id	material_name	material_character_index	material_word_index	character_headword	character_form	word_headword	word_form	word_alpha	word_type	word_position	character_mora_count	tone_marks	tone_pattern	kana_notes	kana_pattern	fanqie	similar_sound	fushi_hakase	other_phonetic_annotations	material_location	annotation_format	remarks_pronunciation
F31513_04	F31513_04	30-048-02	類聚名義抄_天理図書館_観智院本	27183	21675	⿰出且	⿰出且	⿰出且	⿰出且									又側魚反				K1008314	音注声点無_反切	
F31513_06	F31513_06	30-048-02	類聚名義抄_天理図書館_観智院本	27184	21675	⿰出且	⿰出且	⿰出且	⿰出且									慈呂反				K1008314	音注声点無_反切	
F31515_02	F31515_02	30-048-02	類聚名義抄_天理図書館_観智院本	27185	21676	𦤙	𦤙	𦤙	𦤙									五絡反				K1008323	音注声点無_反切	
F31516_01	F31516_01	30-048-02	類聚名義抄_天理図書館_観智院本	27186	21677	𨌗	𨌗	𨌗	𨌗									丘愧反				K1008324	音注声点無_反切	
F31518_01	F31518_01	30-048-02	類聚名義抄_天理図書館_観智院本	27187	21678	⿱出叕	⿱出叕	⿱出叕	⿱出叕										輟拙二音			K1008332	音注声点無_類音注等	
F31519_02	F31519_02	30-048-02	類聚名義抄_天理図書館_観智院本	27188	21679	𪗊	𪗊	𪗊	𪗊									徂兮反				K1008333	音注声点無_反切	
F31522_01	F31522_01	30-048-02	類聚名義抄_天理図書館_観智院本	27189	21680	⿰出延	⿰出延	⿰出延	⿰出延									據展反				K1008342	音注声点無_反切	
F31524_02	F31524_02	30-048-02	類聚名義抄_天理図書館_観智院本	27190	21681	糶	糶	糶	糶									他弔反				K1008344	音注声点無_反切	
F31525_01	F31525_01	30-048-02	類聚名義抄_天理図書館_観智院本	27191	21682	𢋱	𢋱	𢋱	𢋱										音續			K1008352	音注声点無_類音注等	
F31527_01	F31527_01	30-048-02	類聚名義抄_天理図書館_観智院本	27192	21683	報	報	報	報									博㥜反				K1008361	音注声点無_反切	
F31527_03	F31527_03	30-048-02	類聚名義抄_天理図書館_観智院本	27193	21683	報	報	報	報									補到反				K1008361	音注声点無_反切	
F31527_04	F31527_04	30-048-02	類聚名義抄_天理図書館_観智院本	27194	21683	報	報	報	報							和ホウ（＊上）						K1008361	音注和音声点有	
F31530_02	F31530_02	30-048-02	類聚名義抄_天理図書館_観智院本	27195	21684	⿰幸訇	⿰幸訇	⿰幸訇	⿰幸訇									弓六反				K1008371	音注声点無_反切	
F31531_02	F31531_02	30-048-02	類聚名義抄_天理図書館_観智院本	27196	21685	〓	〓	〓	〓										音亦			K1008372	音注声点無_類音注等	
F31535_02	F31535_02	30-048-02	類聚名義抄_天理図書館_観智院本	27197	21686	〓	〓	〓	〓									詄二反				K1008383	音注声点無_反切	
F31540_01	F31540_01	30-048-02	類聚名義抄_天理図書館_観智院本	27198	21687	𤳖	𤳖	𤳖	𤳖									補丹反				K1008421	音注声点無_反切	
F31541_02	F31541_02	30-048-02	類聚名義抄_天理図書館_観智院本	27199	21688	歸	歸	歸	歸									居韋反				K1008422	音注声点無_反切	
F31545_01	F31545_01	30-048-02	類聚名義抄_天理図書館_観智院本	27200	21689	⿺更與	⿺更與	⿺更與	⿺更與									子与反				K1008442	音注声点無_反切	
F31545_02	F31545_02	30-048-02	類聚名義抄_天理図書館_観智院本	27201	21689	⿺更與	⿺更與	⿺更與	⿺更與									士兼反				K1008442	音注声点無_反切	
F31547_01	F31547_01	30-048-02	類聚名義抄_天理図書館_観智院本	27202	21690	靅	靅	靅	靅										音佛			K1008451	音注声点無_類音注等	
F31552_01	F31552_01	30-048-02	類聚名義抄_天理図書館_観智院本	27203	21691	靉	靉	靉	靉					去	去				音愛（去）			K1008462	音注声点有_類音注等	
F31552_01b	F31552_01	30-048-02	類聚名義抄_天理図書館_観智院本	27204	21691	愛	愛	愛	愛					去	去				音愛（去）			K1008462	音注声点有_類音注等	音注字
F31553_02	F31553_02	30-048-02	類聚名義抄_天理図書館_観智院本	27205	21693	靆	靆	靆	靆										音逮			K1008463	音注声点無_類音注等	
F31555_02	F31555_02	30-048-02	類聚名義抄_天理図書館_観智院本	27206	21694	裛	裛	裛	裛									於業反				K1008472	音注声点無_反切	
F31556_01	F31556_01	30-048-02	類聚名義抄_天理図書館_観智院本	27207	21695	霒	霒	霒	霒										音陰			K1008474	音注声点無_類音注等	
F31559_01	F31559_01	30-048-02	類聚名義抄_天理図書館_観智院本	27208	21696	冂	冂	冂	冂										音覓			K1008511	音注声点無_類音注等	
F31560_01	F31560_01	30-048-02	類聚名義抄_天理図書館_観智院本	27209	21697	𠔼	𠔼	𠔼	𠔼									𢁣保反				K1008512	音注声点無_反切	
F31561_01	F31561_01	30-048-02	類聚名義抄_天理図書館_観智院本	27210	21698	𠕓	𠕓	𠕓	𠕓									苦江反				K1008513	音注声点無_反切	
F31561_03	F31561_03	30-048-02	類聚名義抄_天理図書館_観智院本	27211	21698	𠕓	𠕓	𠕓	𠕓									又口角反				K1008513	音注声点無_反切	
F31563_02	F31563_02	30-048-02	類聚名義抄_天理図書館_観智院本	27212	21699	䞕	䞕	䞕	䞕										音踰			K1008522	音注声点無_類音注等	
F31564_01	F31564_01	30-048-02	類聚名義抄_天理図書館_観智院本	27213	21700	赭	赭	赭	赭					上	上				音者（上）			K1008524	音注声点有_類音注等	
F31564_01b	F31564_01	30-048-02	類聚名義抄_天理図書館_観智院本	27214	21700	者	者	者	者					上	上				音者（上）			K1008524	音注声点有_類音注等	音注字
F31566_02	F31566_02	30-048-02	類聚名義抄_天理図書館_観智院本	27215	21702	𧹝	𧹝	𧹝	𧹝										疼融二音			K1008532	音注声点無_類音注等	
F31567_01	F31567_01	30-048-02	類聚名義抄_天理図書館_観智院本	27216	21703	䞓	䞓	䞓	䞓					平	平				音貞（平）「テイ」			K1008533	音注声点有_類音注等	
F31567_01b	F31567_01	30-048-02	類聚名義抄_天理図書館_観智院本	27217	21703	貞	貞	貞	貞					平	平	テイ			音貞（平）「テイ」			K1008533	音注声点有_類音注等	音注字
F31570_01	F31570_01	30-048-02	類聚名義抄_天理図書館_観智院本	27218	21705	𧹴	𧹴	𧹴	𧹴									許六反				K1008543	音注声点無_反切	
F31571_02	F31571_02	30-048-02	類聚名義抄_天理図書館_観智院本	27219	21706	䞔	䞔	䞔	䞔										音尾			K1008544	音注声点無_類音注等	
F31572_01	F31572_01	30-048-02	類聚名義抄_天理図書館_観智院本	27220	21707	赫	赫	赫	赫									呼格反				K1008552	音注声点無_反切	
F31573_01	F31573_01	30-048-02	類聚名義抄_天理図書館_観智院本	27221	21708	赩	赩	赩	赩									許力反				K1008561	音注声点無_反切	
F31575_01	F31575_01	30-048-02	類聚名義抄_天理図書館_観智院本	27222	21709	郝	⿰赤邑	郝	⿰赤邑									呵各反				K1008563	音注声点無_反切	
F31575_04	F31575_04	30-048-02	類聚名義抄_天理図書館_観智院本	27223	21709	郝	⿰赤邑	郝	⿰赤邑									始石反				K1008563	音注声点無_反切	
F31576_02	F31576_02	30-048-02	類聚名義抄_天理図書館_観智院本	27224	21710	黈	黈	黈	黈									土口反				K1008571	音注声点無_反切	
F31576_06	F31576_06	30-048-02	類聚名義抄_天理図書館_観智院本	27225	21710	黈	黈	黈	黈									又智羽反				K1008571	音注声点無_反切	
F31577_01	F31577_01	30-048-02	類聚名義抄_天理図書館_観智院本	27226	21711	𪎶	𪎶	𪎶	𪎶									他渾反				K1008574	音注声点無_反切	
F31578_02	F31578_02	30-048-02	類聚名義抄_天理図書館_観智院本	27227	21712	䵎	䵎	䵎	䵎									他端反				K1008581	音注声点無_反切	
F31579_01	F31579_01	30-048-02	類聚名義抄_天理図書館_観智院本	27228	21713	䵋	䵋	䵋	䵋										音賄			K1008583	音注声点無_類音注等	
F31579_02	F31579_02	30-048-02	類聚名義抄_天理図書館_観智院本	27229	21713	䵋	䵋	䵋	䵋										又洧悔二音			K1008583	音注声点無_類音注等	
F31580_01	F31580_01	30-048-02	類聚名義抄_天理図書館_観智院本	27230	21714	黊	黊	黊	黊										音卦			K1008584	音注声点無_類音注等	
F31580_02	F31580_02	30-048-02	類聚名義抄_天理図書館_観智院本	27231	21714	黊	黊	黊	黊									又胡冥反				K1008584	音注声点無_反切	
F31581_01	F31581_01	30-048-02	類聚名義抄_天理図書館_観智院本	27232	21715	黅	黅	黅	黅										音琴			K1008611	音注声点無_類音注等	
F31582_01	F31582_01	30-048-02	類聚名義抄_天理図書館_観智院本	27233	21716	𩙁	𩙁	𩙁	𩙁										音獚			K1008612	音注声点無_類音注等	
F31584_01	F31584_01	30-048-02	類聚名義抄_天理図書館_観智院本	27234	21717	𪏨	𪏨	𪏨	𪏨									七略反				K1008614	音注声点無_反切	
F31584_02	F31584_02	30-048-02	類聚名義抄_天理図書館_観智院本	27235	21717	𪏨	𪏨	𪏨	𪏨										又豊音			K1008614	音注声点無_類音注等	
F31585_01	F31585_01	30-048-02	類聚名義抄_天理図書館_観智院本	27236	21718	⿰黄彦	⿰黄彦	⿰黄彦	⿰黄彦										音彦			K1008621	音注声点無_類音注等	
F31586_01	F31586_01	30-048-02	類聚名義抄_天理図書館_観智院本	27237	21719	𪎽	𪎽	𪎽	𪎽										音統			K1008622	音注声点無_類音注等	
F31587_01	F31587_01	30-048-02	類聚名義抄_天理図書館_観智院本	27238	21720	𪏟	𪏟	𪏟	𪏟										莫音			K1008623	音注声点無_類音注等	
F31589_02	F31589_02	30-048-02	類聚名義抄_天理図書館_観智院本	27239	21721	䵌	䵌	䵌	䵌									許兼反				K1008631	音注声点無_反切	
F31589_04	F31589_04	30-048-02	類聚名義抄_天理図書館_観智院本	27240	21721	䵌	䵌	䵌	䵌									又火炎反				K1008631	音注声点無_反切	
F31590_02	F31590_02	30-048-02	類聚名義抄_天理図書館_観智院本	27241	21722	䵏	䵏	䵏	䵏										音老			K1008633	音注声点無_類音注等	
F31591_01	F31591_01	30-048-02	類聚名義抄_天理図書館_観智院本	27242	21723	黇	黇	黇	黇										音添			K1008634	音注声点無_類音注等	
F31592_01	F31592_01	30-048-02	類聚名義抄_天理図書館_観智院本	27243	21724	𪏆	𪏆	𪏆	𪏆									他敦反				K1008641	音注声点無_反切	
F31592_03	F31592_03	30-048-02	類聚名義抄_天理図書館_観智院本	27244	21724	𪏆	𪏆	𪏆	𪏆									又他沒反				K1008641	音注声点無_反切	
F31593_01	F31593_01	30-048-02	類聚名義抄_天理図書館_観智院本	27245	21725	䵐	䵐	䵐	䵐										音闡			K1008643	音注声点無_類音注等	
F31594_02	F31594_02	30-048-02	類聚名義抄_天理図書館_観智院本	27246	21726	𪎵	𪎵	𪎵	𪎵									苦浪反				K1008644	音注声点無_反切	
F31595_01	F31595_01	30-048-02	類聚名義抄_天理図書館_観智院本	27247	21727	𪏓	𪏓	𪏓	𪏓										音撗			K1008651	音注声点無_類音注等	
F31597_01	F31597_01	30-048-02	類聚名義抄_天理図書館_観智院本	27248	21728	嘏	嘏	嘏	嘏									古下反				K1008653	音注声点無_反切	
F31598_01	F31598_01	30-048-02	類聚名義抄_天理図書館_観智院本	27249	21729	非	非	非	非									甫肥（平）反				K1008654	音注声点有_反切	
F31598_01b	F31598_01	30-048-02	類聚名義抄_天理図書館_観智院本	27250	21729	肥	肥	肥	肥					平	平							K1008654	音注声点有_反切	反切下字
F31598_09	F31598_09	30-048-02	類聚名義抄_天理図書館_観智院本	27251	21729	非	非	非	非							和ヒ（去）						K1008654	音注和音声点有	
F31599_01	F31599_01	30-048-02	類聚名義抄_天理図書館_観智院本	27252	21731	靠	靠	靠	靠									苦告反				K1008662	音注声点無_反切	
F31600_01	F31600_01	30-048-02	類聚名義抄_天理図書館_観智院本	27253	21732	䨿	䨿	䨿	䨿									伹合反				K1008663	音注声点無_反切	
F31601_01	F31601_01	30-048-02	類聚名義抄_天理図書館_観智院本	27254	21733	䨽	䨽	䨽	䨽										斐肥二音			K1008664	音注声点無_類音注等	
F31603_02	F31603_02	30-048-02	類聚名義抄_天理図書館_観智院本	27255	21734	𤯷	𤯷	𤯷	𤯷										音皇			K1008672	音注声点無_類音注等	
F31604_02	F31604_02	30-048-02	類聚名義抄_天理図書館_観智院本	27256	21735	舝	舝	舝	舝									胡瞎反				K1008681	音注声点無_反切	
F31606_01	F31606_01	30-048-02	類聚名義抄_天理図書館_観智院本	27257	21736	𠙴	〓	𠙴	〓									去魚反				K1008711	音注声点無_反切	
F31607_01	F31607_01	30-048-02	類聚名義抄_天理図書館_観智院本	27258	21737	凵	凵	凵	凵									丘撿反				K1008712	音注声点無_反切	
F31608_01	F31608_01	30-048-02	類聚名義抄_天理図書館_観智院本	27259	21738	𣎵	𣎵	𣎵	𣎵									匹刃［反］				K1008721	音注声点無_反切	
F31609_01	F31609_01	30-048-02	類聚名義抄_天理図書館_観智院本	27260	21739	𣎵	𣎵	𣎵	𣎵									普拜反				K1008722	音注声点無_反切	
F31609_02	F31609_02	30-048-02	類聚名義抄_天理図書館_観智院本	27261	21739	𣎵	𣎵	𣎵	𣎵									匹刃反				K1008722	音注声点無_反切	
F31610_02	F31610_02	30-048-02	類聚名義抄_天理図書館_観智院本	27262	21740	⿱⿶凵台小	⿱⿶凵台小	⿱⿶凵台小	⿱⿶凵台小									胥里反				K1008724	音注声点無_反切	
F31611_01	F31611_01	30-048-02	類聚名義抄_天理図書館_観智院本	27263	21741	𦥐	𦥐	𦥐	𦥐										音値			K1008732	音注声点無_類音注等	
F31612_01	F31612_01	30-048-02	類聚名義抄_天理図書館_観智院本	27264	21742	𣟽	𣟽	𣟽	𣟽										音勞			K1008733	音注声点無_類音注等	
F31613_01	F31613_01	30-048-02	類聚名義抄_天理図書館_観智院本	27265	21743	𣜨	𣜨	𣜨	𣜨										音倦			K1008734	音注声点無_類音注等	
F31614_01	F31614_01	30-048-02	類聚名義抄_天理図書館_観智院本	27266	21744	𣗻	𣗻	𣗻	𣗻										音秩			K1008741	音注声点無_類音注等	
F31615_02	F31615_02	30-048-02	類聚名義抄_天理図書館_観智院本	27267	21745	𣞟	𣞟	𣞟	𣞟										音瞋			K1008742	音注声点無_類音注等	
F31616_01	F31616_01	30-048-02	類聚名義抄_天理図書館_観智院本	27268	21746	𣠏	𣠏	𣠏	𣠏									子侯反				K1008743	音注声点無_反切	
F31617_02	F31617_02	30-048-02	類聚名義抄_天理図書館_観智院本	27269	21747	⿰⿱米枲焦	⿰⿱米枲焦	⿰⿱米枲焦	⿰⿱米枲焦									子由反				K1008744	音注声点無_反切	
F31617_03	F31617_03	30-048-02	類聚名義抄_天理図書館_観智院本	27270	21747	⿰⿱米枲焦	⿰⿱米枲焦	⿰⿱米枲焦	⿰⿱米枲焦										又囚音			K1008744	音注声点無_類音注等	
F31618_02	F31618_02	30-048-02	類聚名義抄_天理図書館_観智院本	27271	21748	𢿱	⿱⿰𣎵𣎵⿰月攵	𢿱	⿱⿰𣎵𣎵⿰月攵									蘇亶蘇旦二反				K1008752	音注声点無_反切	
F31619_01	F31619_01	30-048-02	類聚名義抄_天理図書館_観智院本	27272	21749	𣏟	𣏟	𣏟	𣏟										音麻			K1008754	音注声点無_類音注等	
F31620_01	F31620_01	30-048-02	類聚名義抄_天理図書館_観智院本	27273	21750	𪎨	𪎨	𪎨	𪎨										音頭			K1008761	音注声点無_類音注等	
F31621_01	F31621_01	30-048-02	類聚名義抄_天理図書館_観智院本	27274	21751	䵈	䵈	䵈	䵈										音哭			K1008762	音注声点無_類音注等	
F31622_02	F31622_02	30-048-02	類聚名義抄_天理図書館_観智院本	27275	21752	𪎰	𪎰	𪎰	𪎰										音紛			K1008763	音注声点無_類音注等	
F31623_02	F31623_02	30-048-02	類聚名義抄_天理図書館_観智院本	27276	21753	𪎥	𪎥	𪎥	𪎥										音錫			K1008764	音注声点無_類音注等	
F31624_02	F31624_02	30-048-02	類聚名義抄_天理図書館_観智院本	27277	21754	𡔳	𡔳	𡔳	𡔳										音胡			K1008771	音注声点無_類音注等	
F31625_02	F31625_02	30-048-02	類聚名義抄_天理図書館_観智院本	27278	21755	𡕈	𡕈	𡕈	𡕈										因惲氲三音			K1008774	音注声点無_類音注等	
F31626_02	F31626_02	30-048-02	類聚名義抄_天理図書館_観智院本	27279	21756	𣞙	𣞙	𣞙	𣞙										音䫙			K1008782	音注声点無_類音注等	
F31628_02	F31628_02	30-048-02	類聚名義抄_天理図書館_観智院本	27280	21757	壹	壹	壹	壹										音一			K1008812	音注声点無_類音注等	
F31629_02	F31629_02	30-048-02	類聚名義抄_天理図書館_観智院本	27281	21758	懿	懿	懿	懿									乙礼反				K1008814	音注声点無_反切	
F31633_02	F31633_02	30-048-02	類聚名義抄_天理図書館_観智院本	27282	21759	鼛	鼛	鼛	鼛										音高			K1008832	音注声点無_類音注等	
F31634_02	F31634_02	30-048-02	類聚名義抄_天理図書館_観智院本	27283	21760	鼖	鼖	鼖	鼖									父文反				K1008834	音注声点無_反切	
F31636_01	F31636_01	30-048-02	類聚名義抄_天理図書館_観智院本	27284	21761	𪔵	𪔵	𪔵	𪔵										音墳			K1008843	音注声点無_類音注等	
F31637_01	F31637_01	30-048-02	類聚名義抄_天理図書館_観智院本	27285	21762	鼙	鼙	鼙	鼙									歩迷反				K1008851	音注声点無_反切	
F31639_01	F31639_01	30-048-02	類聚名義抄_天理図書館_観智院本	27286	21763	⿱⿰壴殳家	⿱⿰壴殳家	⿱⿰壴殳家	⿱⿰壴殳家										音家			K1008854	音注声点無_類音注等	
F31639_02	F31639_02	30-048-02	類聚名義抄_天理図書館_観智院本	27287	21763	⿱⿰壴殳家	⿱⿰壴殳家	⿱⿰壴殳家	⿱⿰壴殳家									又歩角反				K1008854	音注声点無_反切	
F31640_02	F31640_02	30-048-02	類聚名義抄_天理図書館_観智院本	27288	21764	鼗	鼗	鼗	鼗									柱刀反				K1008861	音注声点無_反切	
F31640_03	F31640_03	30-048-02	類聚名義抄_天理図書館_観智院本	27289	21764	鼗	鼗	鼗	鼗										音陶			K1008861	音注声点無_類音注等	
F31645_02	F31645_02	30-048-02	類聚名義抄_天理図書館_観智院本	27290	21765	槖	槖	槖	槖										音託			K1008874	音注声点無_類音注等	
F31647_01	F31647_01	30-048-02	類聚名義抄_天理図書館_観智院本	27291	21766	⿰壴資	⿰壴資	⿰壴資	⿰壴資										音資			K1008882	音注声点無_類音注等	
F31648_01	F31648_01	30-048-02	類聚名義抄_天理図書館_観智院本	27292	21767	䵾	䵾	䵾	䵾										符撫二音			K1008883	音注声点無_類音注等	
F31649_01	F31649_01	30-048-02	類聚名義抄_天理図書館_観智院本	27293	21768	鼘	鼘	鼘	鼘										音因			K1008884	音注声点無_類音注等	
F31650_01	F31650_01	30-048-02	類聚名義抄_天理図書館_観智院本	27294	21769	𪔱	𪔱	𪔱	𪔱										又音淵			K1008911	音注声点無_類音注等	
F31651_01	F31651_01	30-048-02	類聚名義抄_天理図書館_観智院本	27295	21770	𧒕	𧒕	𧒕	𧒕										音戚			K1008912	音注声点無_類音注等	
F31652_02	F31652_02	30-048-02	類聚名義抄_天理図書館_観智院本	27296	21771	鼞	鼞	鼞	鼞										音湯			K1008914	音注声点無_類音注等	
F31653_01	F31653_01	30-048-02	類聚名義抄_天理図書館_観智院本	27297	21772	嚭	嚭	嚭	嚭									匹彼反				K1008922	音注声点無_反切	
F31654_01	F31654_01	30-048-02	類聚名義抄_天理図書館_観智院本	27298	21773	𪔳	𪔳	𪔳	𪔳									力中反				K1008923	音注声点無_反切	
F31655_01	F31655_01	30-048-02	類聚名義抄_天理図書館_観智院本	27299	21774	䶀	䶀	䶀	䶀										榻𣙥二音			K1008924	音注声点無_類音注等	
F31656_01	F31656_01	30-048-02	類聚名義抄_天理図書館_観智院本	27300	21775	𪔪	𪔪	𪔪	𪔪									陟立反				K1008931	音注声点無_反切	
F31656_02	F31656_02	30-048-02	類聚名義抄_天理図書館_観智院本	27301	21775	𪔪	𪔪	𪔪	𪔪										又音帖			K1008931	音注声点無_類音注等	
F31658_02	F31658_02	30-048-02	類聚名義抄_天理図書館_観智院本	27302	21776	鼕	鼕	鼕	鼕										音疼			K1008934	音注声点無_類音注等	
F31659_01	F31659_01	30-048-02	類聚名義抄_天理図書館_観智院本	27303	21777	鼕	鼕	鼕	鼕										音童			K1008942	音注声点無_類音注等	
F31660_01	F31660_01	30-048-02	類聚名義抄_天理図書館_観智院本	27304	21778	鼟	鼟	鼟	鼟										滕登二音			K1008943	音注声点無_類音注等	
F31661_02	F31661_02	30-048-02	類聚名義抄_天理図書館_観智院本	27305	21779	⿱無壹	⿱無壹	⿱無壹	⿱無壹									蘇卒反				K1008944	音注声点無_反切	
F31663_02	F31663_02	30-048-02	類聚名義抄_天理図書館_観智院本	27306	21780	屯	屯	屯	屯									陟倫反				K1008952	音注声点無_反切	
F31664_02	F31664_02	30-048-02	類聚名義抄_天理図書館_観智院本	27307	21781	每	每	每	每									忙罪反				K1008954	音注声点無_反切	
F31664_05	F31664_05	30-048-02	類聚名義抄_天理図書館_観智院本	27308	21781	每	每	每	每							和マイ						K1008954	音注和音声点無	
F31665_01	F31665_01	30-048-02	類聚名義抄_天理図書館_観智院本	27309	21782	𡴆	𡴆	𡴆	𡴆										音六			K1008962	音注声点無_類音注等	
F31666_01	F31666_01	30-048-02	類聚名義抄_天理図書館_観智院本	27310	21783	鬱	鬱	鬱	鬱									紆勿反				K1008963	音注声点無_反切	
F31667_01	F31667_01	30-048-02	類聚名義抄_天理図書館_観智院本	27311	21784	𩰢	𩰢	𩰢	𩰢										𩢲迅二音			K1008971	音注声点無_類音注等	
F31668_01	F31668_01	30-048-02	類聚名義抄_天理図書館_観智院本	27312	21785	㕯	㕯	㕯	㕯										音訥			K1008972	音注声点無_類音注等	
F31668_02	F31668_02	30-048-02	類聚名義抄_天理図書館_観智院本	27313	21785	㕯	㕯	㕯	㕯									又而悦反				K1008972	音注声点無_反切	
F31668_04	F31668_04	30-048-02	類聚名義抄_天理図書館_観智院本	27314	21785	㕯	㕯	㕯	㕯									又尼刮反				K1008972	音注声点無_反切	
F31669_02	F31669_02	30-048-02	類聚名義抄_天理図書館_観智院本	27315	21786	矞	矞	矞	矞									其聿反				K1008974	音注声点無_反切	
F31669_04	F31669_04	30-048-02	類聚名義抄_天理図書館_観智院本	27316	21786	矞	矞	矞	矞										又聿述二音			K1008974	音注声点無_類音注等	
F31670_02	F31670_02	30-048-02	類聚名義抄_天理図書館_観智院本	27317	21787	商	商	商	商									舒羊反				K1008982	音注声点無_反切	
F31674_01	F31674_01	30-048-02	類聚名義抄_天理図書館_観智院本	27318	21788	束	束	束	束									舒欲反				K1009013	音注声点無_反切	
F31675_01	F31675_01	30-048-02	類聚名義抄_天理図書館_観智院本	27319	21789	純	純束	純束	純束			1				トン（平上）						K1009014	音注声点有_此間・俗・仮名	
F31676_02	F31676_02	30-048-02	類聚名義抄_天理図書館_観智院本	27320	21790	賴	賴	賴	賴									落盖字				K1009021	音注声点無_反切	
F31677_01	F31677_01	30-048-02	類聚名義抄_天理図書館_観智院本	27321	21791	柬	柬	柬	柬										音簡			K1009022	音注声点無_類音注等	
